ENDW,REG,ENDWRES,SCEN,Value
AEZ4,S_S_AFR,pe,SRnD20,-5.820599556
AEZ5,S_S_AFR,pe,SRnD20,-6.6488676071
AEZ6,S_S_AFR,pe,SRnD20,-5.1714782715
AEZ7,S_S_AFR,pe,SRnD20,-7.3755965233
AEZ8,S_S_AFR,pe,SRnD20,-7.0416941643
AEZ9,S_S_AFR,pe,SRnD20,-7.0135073662
AEZ10,S_S_AFR,pe,SRnD20,-6.9447636604
AEZ11,S_S_AFR,pe,SRnD20,-7.1117663383
AEZ12,S_S_AFR,pe,SRnD20,-7.2954416275
AEZ13,S_S_AFR,pe,SRnD20,-7.9197711945
AEZ14,S_S_AFR,pe,SRnD20,-7.9197711945
AEZ15,S_S_AFR,pe,SRnD20,-7.9197711945
AEZ16,S_S_AFR,pe,SRnD20,-7.9197711945
AEZ17,S_S_AFR,pe,SRnD20,-7.9197711945
AEZ18,S_S_AFR,pe,SRnD20,-7.9197711945
UnSkLab,S_S_AFR,pe,SRnD20,0.1826582998
SkLab,S_S_AFR,pe,SRnD20,-0.12598860264
Capital,S_S_AFR,pe,SRnD20,0.18093122542
NatRes,S_S_AFR,pe,SRnD20,0.79967272282
AEZ1,TUR,pe,SRnD20,-92.145782471
AEZ2,TUR,pe,SRnD20,-92.145782471
AEZ3,TUR,pe,SRnD20,-92.145782471
AEZ4,TUR,pe,SRnD20,-92.145782471
AEZ5,TUR,pe,SRnD20,-92.145782471
AEZ6,TUR,pe,SRnD20,-92.145782471
AEZ7,TUR,pe,SRnD20,-11.744368553
AEZ8,TUR,pe,SRnD20,-14.742474556
AEZ9,TUR,pe,SRnD20,-14.671998024
AEZ10,TUR,pe,SRnD20,-16.375230789
AEZ11,TUR,pe,SRnD20,-15.98449707
AEZ12,TUR,pe,SRnD20,-14.721075058
AEZ13,TUR,pe,SRnD20,-13.746031761
AEZ14,TUR,pe,SRnD20,-6.8921809196
AEZ15,TUR,pe,SRnD20,-9.7433996201
AEZ16,TUR,pe,SRnD20,-92.145782471
AEZ17,TUR,pe,SRnD20,-92.145782471
AEZ18,TUR,pe,SRnD20,-92.145782471
UnSkLab,TUR,pe,SRnD20,0.13898004591
SkLab,TUR,pe,SRnD20,-0.0945995152
Capital,TUR,pe,SRnD20,0.1283698231
NatRes,TUR,pe,SRnD20,0.81106710434
AEZ1,USA,pe,SRnD20,-79.071235657
AEZ2,USA,pe,SRnD20,-79.071235657
AEZ3,USA,pe,SRnD20,-79.071235657
AEZ4,USA,pe,SRnD20,-15.049318314
AEZ5,USA,pe,SRnD20,-14.817389488
AEZ6,USA,pe,SRnD20,-79.071235657
AEZ7,USA,pe,SRnD20,-15.191317558
AEZ8,USA,pe,SRnD20,-12.492945671
AEZ9,USA,pe,SRnD20,-13.795391083
AEZ10,USA,pe,SRnD20,-12.265859604
AEZ11,USA,pe,SRnD20,-12.469035149
AEZ12,USA,pe,SRnD20,-12.603960037
AEZ13,USA,pe,SRnD20,-10.621580124
AEZ14,USA,pe,SRnD20,-10.406036377
AEZ15,USA,pe,SRnD20,-9.7735280991
AEZ16,USA,pe,SRnD20,-10.676357269
AEZ17,USA,pe,SRnD20,-79.071235657
AEZ18,USA,pe,SRnD20,-9.3407764435
UnSkLab,USA,pe,SRnD20,0.10326645523
SkLab,USA,pe,SRnD20,0.099792741239
Capital,USA,pe,SRnD20,0.099390015006
NatRes,USA,pe,SRnD20,0.84113705158
AEZ1,VNM,pe,SRnD20,-0.09675886482
AEZ2,VNM,pe,SRnD20,-0.09675886482
AEZ3,VNM,pe,SRnD20,-0.09675886482
AEZ4,VNM,pe,SRnD20,-3.6161396503
AEZ5,VNM,pe,SRnD20,-3.8614375591
AEZ6,VNM,pe,SRnD20,-3.2951815128
AEZ7,VNM,pe,SRnD20,-0.09675886482
AEZ8,VNM,pe,SRnD20,-0.09675886482
AEZ9,VNM,pe,SRnD20,-0.09675886482
AEZ10,VNM,pe,SRnD20,-0.09675886482
AEZ11,VNM,pe,SRnD20,-3.1337709427
AEZ12,VNM,pe,SRnD20,-3.8457884789
AEZ13,VNM,pe,SRnD20,-0.09675886482
AEZ14,VNM,pe,SRnD20,-0.09675886482
AEZ15,VNM,pe,SRnD20,-0.09675886482
AEZ16,VNM,pe,SRnD20,-0.096758835018
AEZ17,VNM,pe,SRnD20,-0.09675886482
AEZ18,VNM,pe,SRnD20,-0.096758835018
UnSkLab,VNM,pe,SRnD20,0.62951517105
SkLab,VNM,pe,SRnD20,0.45405513048
Capital,VNM,pe,SRnD20,0.5657786727
NatRes,VNM,pe,SRnD20,1.0004225969
AEZ1,XAC,pe,SRnD20,-22.22939682
AEZ2,XAC,pe,SRnD20,-2.4427576065
AEZ3,XAC,pe,SRnD20,-1.5504589081
AEZ4,XAC,pe,SRnD20,-0.12147329003
AEZ5,XAC,pe,SRnD20,0.051859680563
AEZ6,XAC,pe,SRnD20,2.5992093086
AEZ7,XAC,pe,SRnD20,-2.4430110455
AEZ8,XAC,pe,SRnD20,-2.4432809353
AEZ9,XAC,pe,SRnD20,-1.9189509153
AEZ10,XAC,pe,SRnD20,1.7592610121
AEZ11,XAC,pe,SRnD20,-2.4926118851
AEZ12,XAC,pe,SRnD20,-2.4997987747
AEZ13,XAC,pe,SRnD20,-22.22939682
AEZ14,XAC,pe,SRnD20,-22.22939682
AEZ15,XAC,pe,SRnD20,-22.22939682
AEZ16,XAC,pe,SRnD20,-22.22939682
AEZ17,XAC,pe,SRnD20,-22.22939682
AEZ18,XAC,pe,SRnD20,-22.22939682
UnSkLab,XAC,pe,SRnD20,0.37815725803
SkLab,XAC,pe,SRnD20,0.24408687651
Capital,XAC,pe,SRnD20,0.41589707136
NatRes,XAC,pe,SRnD20,0.66552603245
AEZ1,ZAF,pe,SRnD20,-9.1682758331
AEZ2,ZAF,pe,SRnD20,-8.6588420868
AEZ3,ZAF,pe,SRnD20,-7.5086774826
AEZ4,ZAF,pe,SRnD20,-4.6246199608
AEZ5,ZAF,pe,SRnD20,-5.507651329
AEZ6,ZAF,pe,SRnD20,-4.5146574974
AEZ7,ZAF,pe,SRnD20,-8.9622983932
AEZ8,ZAF,pe,SRnD20,-7.8668379784
AEZ9,ZAF,pe,SRnD20,-7.6721944809
AEZ10,ZAF,pe,SRnD20,-5.3707027435
AEZ11,ZAF,pe,SRnD20,-4.8519797325
AEZ12,ZAF,pe,SRnD20,-7.049390316
AEZ13,ZAF,pe,SRnD20,-53.877254486
AEZ14,ZAF,pe,SRnD20,-53.877254486
AEZ15,ZAF,pe,SRnD20,-53.877254486
AEZ16,ZAF,pe,SRnD20,-53.877254486
AEZ17,ZAF,pe,SRnD20,-53.877254486
AEZ18,ZAF,pe,SRnD20,-53.877254486
UnSkLab,ZAF,pe,SRnD20,-6.45124260336161E-0003
SkLab,ZAF,pe,SRnD20,-0.010970901698
Capital,ZAF,pe,SRnD20,-8.95699579268694E-0003
NatRes,ZAF,pe,SRnD20,0.8123280406
AEZ3,ARG,qe,SRnD20,-1.49441126268357E-0004
AEZ4,ARG,qe,SRnD20,-1.14354002289474E-0003
AEZ5,ARG,qe,SRnD20,-1.28045750898309E-0004
AEZ6,ARG,qe,SRnD20,-3.61701892688870E-0003
AEZ7,ARG,qe,SRnD20,-8.01184400916100E-0003
AEZ8,ARG,qe,SRnD20,-0.10401201993
AEZ9,ARG,qe,SRnD20,-0.077100366354
AEZ10,ARG,qe,SRnD20,-0.073272377253
AEZ11,ARG,qe,SRnD20,-0.063343249261
AEZ12,ARG,qe,SRnD20,-0.089856557548
AEZ13,ARG,qe,SRnD20,9.15627460926771E-0005
AEZ14,ARG,qe,SRnD20,1.59145134966820E-0003
AEZ15,ARG,qe,SRnD20,1.03754478914198E-0004
AEZ16,ARG,qe,SRnD20,-1.79267481144052E-0005
AEZ4,BGD,qe,SRnD20,-0.20441588759
AEZ5,BGD,qe,SRnD20,-0.39042121172
AEZ10,BGD,qe,SRnD20,-0.05420807749
AEZ11,BGD,qe,SRnD20,-7.48058827593923E-0003
AEZ2,BRAZIL,qe,SRnD20,-2.00612805201672E-0004
AEZ3,BRAZIL,qe,SRnD20,-0.032651744783
AEZ4,BRAZIL,qe,SRnD20,-0.039070975035
AEZ5,BRAZIL,qe,SRnD20,-0.2777916193
AEZ6,BRAZIL,qe,SRnD20,-0.36072272062
AEZ10,BRAZIL,qe,SRnD20,-1.04691043816274E-0005
AEZ11,BRAZIL,qe,SRnD20,-9.63921425864100E-0004
AEZ12,BRAZIL,qe,SRnD20,-0.10617597401
AEZ3,C_C_Amer,qe,SRnD20,-4.93591418489814E-0003
AEZ4,C_C_Amer,qe,SRnD20,-0.26100897789
AEZ5,C_C_Amer,qe,SRnD20,-0.45692771673
AEZ6,C_C_Amer,qe,SRnD20,-0.42977645993
AEZ10,C_C_Amer,qe,SRnD20,-2.80216243118048E-0003
AEZ11,C_C_Amer,qe,SRnD20,-3.10356263071299E-0003
AEZ12,C_C_Amer,qe,SRnD20,-1.17005070205778E-0003
AEZ8,CAN,qe,SRnD20,-0.25437986851
AEZ9,CAN,qe,SRnD20,-0.26348260045
AEZ10,CAN,qe,SRnD20,-0.1780115962
AEZ11,CAN,qe,SRnD20,-3.82958358386531E-0004
AEZ13,CAN,qe,SRnD20,-1.11621426185593E-0004
AEZ14,CAN,qe,SRnD20,-0.1171823889
AEZ15,CAN,qe,SRnD20,-0.17945893109
AEZ16,CAN,qe,SRnD20,-5.10480673983693E-0003
AEZ5,CHIHKG,qe,SRnD20,-1.41695563797839E-0004
AEZ6,CHIHKG,qe,SRnD20,-1.35793874505907E-0004
AEZ7,CHIHKG,qe,SRnD20,-1.99885992333293E-0003
AEZ8,CHIHKG,qe,SRnD20,-0.030090305954
AEZ9,CHIHKG,qe,SRnD20,-0.038439556956
AEZ10,CHIHKG,qe,SRnD20,-9.74576640874147E-0003
AEZ11,CHIHKG,qe,SRnD20,-2.05056136474013E-0003
AEZ12,CHIHKG,qe,SRnD20,-3.93072515726089E-0003
AEZ13,CHIHKG,qe,SRnD20,-3.92470450606197E-0004
AEZ14,CHIHKG,qe,SRnD20,-2.98415834549814E-0004
AEZ15,CHIHKG,qe,SRnD20,-3.57256765710190E-0004
AEZ18,CHIHKG,qe,SRnD20,-1.03729726106394E-0005
AEZ1,COL,qe,SRnD20,-2.15419175219722E-0004
AEZ2,COL,qe,SRnD20,-1.19492341764271E-0003
AEZ3,COL,qe,SRnD20,-2.05122935585678E-0003
AEZ4,COL,qe,SRnD20,-0.012481637299
AEZ5,COL,qe,SRnD20,-0.11253334582
AEZ6,COL,qe,SRnD20,-0.2770653367
AEZ7,COL,qe,SRnD20,-9.61514433583943E-0006
AEZ8,COL,qe,SRnD20,-1.49207480717450E-0005
AEZ9,COL,qe,SRnD20,-9.06000605027657E-0006
AEZ11,COL,qe,SRnD20,-3.01079155178741E-0004
AEZ12,COL,qe,SRnD20,-9.66643821448088E-0003
AEZ7,E_Asia,qe,SRnD20,-1.74441910348833E-0003
AEZ8,E_Asia,qe,SRnD20,-2.95490288408473E-0004
AEZ9,E_Asia,qe,SRnD20,-1.18964540888555E-0004
AEZ10,E_Asia,qe,SRnD20,-4.46845195256174E-0004
AEZ11,E_Asia,qe,SRnD20,-1.70245875779074E-0005
AEZ13,E_Asia,qe,SRnD20,-1.33511843159795E-0003
AEZ14,E_Asia,qe,SRnD20,-1.90132053103298E-0003
AEZ15,E_Asia,qe,SRnD20,-1.81609124410898E-0004
AEZ7,EGY,qe,SRnD20,0.058113865554
AEZ12,EGY,qe,SRnD20,0.034376922995
AEZ1,ETH,qe,SRnD20,-0.069525562227
AEZ2,ETH,qe,SRnD20,-0.22007615864
AEZ3,ETH,qe,SRnD20,-0.15543314815
AEZ4,ETH,qe,SRnD20,-0.1572213769
AEZ5,ETH,qe,SRnD20,-7.54585117101669E-0003
AEZ8,ETH,qe,SRnD20,-2.60857655666769E-0003
AEZ9,ETH,qe,SRnD20,-5.76043035835028E-0003
AEZ10,ETH,qe,SRnD20,-9.48352180421352E-0003
AEZ11,ETH,qe,SRnD20,-7.63962743803859E-0003
AEZ8,EU27,qe,SRnD20,-2.27074269787408E-0004
AEZ9,EU27,qe,SRnD20,-0.025138063356
AEZ10,EU27,qe,SRnD20,-0.072249308228
AEZ11,EU27,qe,SRnD20,-0.038868024945
AEZ12,EU27,qe,SRnD20,-0.014165102504
AEZ14,EU27,qe,SRnD20,-7.86829448770732E-0004
AEZ15,EU27,qe,SRnD20,-3.62713378854096E-0003
AEZ16,EU27,qe,SRnD20,-1.42802862683311E-0004
AEZ3,IDN,qe,SRnD20,-1.87198771163821E-0003
AEZ4,IDN,qe,SRnD20,-0.022641010582
AEZ5,IDN,qe,SRnD20,-0.057678870857
AEZ6,IDN,qe,SRnD20,-0.53182131052
AEZ9,IDN,qe,SRnD20,-4.92276303702965E-0005
AEZ11,IDN,qe,SRnD20,-5.23587477800902E-0005
AEZ12,IDN,qe,SRnD20,-1.74842658452690E-0003
AEZ1,INDIA,qe,SRnD20,-1.75336135725956E-0005
AEZ2,INDIA,qe,SRnD20,-8.54541361331940E-0003
AEZ3,INDIA,qe,SRnD20,-0.02535138838
AEZ4,INDIA,qe,SRnD20,1.82296801358461E-0003
AEZ5,INDIA,qe,SRnD20,4.88613324705511E-0004
AEZ7,INDIA,qe,SRnD20,-2.20013083890080E-0004
AEZ8,INDIA,qe,SRnD20,-8.81959870457649E-0003
AEZ9,INDIA,qe,SRnD20,-0.014749359339
AEZ10,INDIA,qe,SRnD20,-3.81541135720909E-0003
AEZ11,INDIA,qe,SRnD20,-2.40809610113502E-0003
AEZ12,INDIA,qe,SRnD20,-4.87244360556360E-0005
AEZ9,JAPAN,qe,SRnD20,-6.92043046001345E-0004
AEZ10,JAPAN,qe,SRnD20,-7.88553617894649E-0003
AEZ11,JAPAN,qe,SRnD20,-8.19377135485411E-0003
AEZ12,JAPAN,qe,SRnD20,-4.23983111977577E-0003
AEZ14,JAPAN,qe,SRnD20,2.28727785156480E-0007
AEZ15,JAPAN,qe,SRnD20,-2.52001191256568E-0004
AEZ10,KOR,qe,SRnD20,-0.016173876822
AEZ11,KOR,qe,SRnD20,-0.040312960744
AEZ12,KOR,qe,SRnD20,-7.72926316130906E-0004
AEZ6,MAR,qe,SRnD20,-6.88895815983415E-0005
AEZ7,MAR,qe,SRnD20,-5.73308719322085E-0003
AEZ8,MAR,qe,SRnD20,-0.012080168352
AEZ9,MAR,qe,SRnD20,-0.027282038704
AEZ10,MAR,qe,SRnD20,-4.04151296243072E-0003
AEZ12,MAR,qe,SRnD20,-2.53413862083107E-0004
AEZ2,MDG,qe,SRnD20,-7.76585133280605E-0004
AEZ3,MDG,qe,SRnD20,-0.033389475197
AEZ4,MDG,qe,SRnD20,-0.053272858262
AEZ5,MDG,qe,SRnD20,-0.021426767111
AEZ6,MDG,qe,SRnD20,-0.013305006549
AEZ9,MDG,qe,SRnD20,-9.40797463044873E-0007
AEZ10,MDG,qe,SRnD20,-2.73864646442235E-0003
AEZ11,MDG,qe,SRnD20,-0.015243209898
AEZ12,MDG,qe,SRnD20,-0.017475366592
AEZ1,MEAS_NAfr,qe,SRnD20,-5.23698609322310E-0003
AEZ7,MEAS_NAfr,qe,SRnD20,-0.026717294008
AEZ8,MEAS_NAfr,qe,SRnD20,-5.49675477668643E-0003
AEZ9,MEAS_NAfr,qe,SRnD20,-2.90395156480372E-0003
AEZ10,MEAS_NAfr,qe,SRnD20,-2.10677064023912E-0003
AEZ11,MEAS_NAfr,qe,SRnD20,-2.41724366787821E-0004
AEZ12,MEAS_NAfr,qe,SRnD20,-1.12674402771518E-0004
AEZ1,MEX,qe,SRnD20,-2.77197710238397E-0003
AEZ2,MEX,qe,SRnD20,-0.012534219772
AEZ3,MEX,qe,SRnD20,-0.061641342938
AEZ4,MEX,qe,SRnD20,-0.14350111783
AEZ5,MEX,qe,SRnD20,-0.023915957659
AEZ6,MEX,qe,SRnD20,-0.027449855581
AEZ7,MEX,qe,SRnD20,-0.30974036455
AEZ8,MEX,qe,SRnD20,-0.20845296979
AEZ9,MEX,qe,SRnD20,-0.19087411463
AEZ10,MEX,qe,SRnD20,-7.79873691499233E-0003
AEZ11,MEX,qe,SRnD20,-1.48144445847720E-0003
AEZ12,MEX,qe,SRnD20,-3.50932998117059E-0004
AEZ6,MYS,qe,SRnD20,-0.4119785428
AEZ12,MYS,qe,SRnD20,-6.78046199027449E-0004
AEZ1,NGA,qe,SRnD20,-1.26061053015292E-0003
AEZ2,NGA,qe,SRnD20,-0.031625811011
AEZ3,NGA,qe,SRnD20,-0.038749165833
AEZ4,NGA,qe,SRnD20,-0.042422767729
AEZ5,NGA,qe,SRnD20,-0.021008690819
AEZ6,NGA,qe,SRnD20,-2.64986674301326E-0003
AEZ10,NGA,qe,SRnD20,-1.17761499041080E-0006
AEZ11,NGA,qe,SRnD20,-9.57614702201681E-0006
AEZ1,Oceania,qe,SRnD20,-0.19072923064
AEZ2,Oceania,qe,SRnD20,-0.14019289613
AEZ3,Oceania,qe,SRnD20,-0.09551332891
AEZ4,Oceania,qe,SRnD20,-8.35367385298014E-0003
AEZ5,Oceania,qe,SRnD20,-3.88422980904579E-0004
AEZ6,Oceania,qe,SRnD20,-3.50540853105485E-0003
AEZ7,Oceania,qe,SRnD20,-0.92632371187
AEZ8,Oceania,qe,SRnD20,-0.58117550611
AEZ9,Oceania,qe,SRnD20,-0.18748910725
AEZ10,Oceania,qe,SRnD20,-0.091539733112
AEZ11,Oceania,qe,SRnD20,-6.22012047097087E-0003
AEZ12,Oceania,qe,SRnD20,-2.63160327449441E-0003
AEZ15,Oceania,qe,SRnD20,-1.25095865223557E-0003
AEZ16,Oceania,qe,SRnD20,-1.89092615619302E-0003
AEZ7,Oth_CEE_CIS,qe,SRnD20,-5.31991943717003E-0003
AEZ8,Oth_CEE_CIS,qe,SRnD20,-8.42815451323986E-0003
AEZ9,Oth_CEE_CIS,qe,SRnD20,-5.27058448642492E-0003
AEZ10,Oth_CEE_CIS,qe,SRnD20,-0.022210353985
AEZ11,Oth_CEE_CIS,qe,SRnD20,-4.18124400312081E-0004
AEZ12,Oth_CEE_CIS,qe,SRnD20,-1.27665422041900E-0004
AEZ13,Oth_CEE_CIS,qe,SRnD20,-3.09304217807949E-0004
AEZ14,Oth_CEE_CIS,qe,SRnD20,-4.85589029267430E-0004
AEZ15,Oth_CEE_CIS,qe,SRnD20,-8.02487775217742E-0005
AEZ7,Oth_Europe,qe,SRnD20,-1.06849496660288E-0004
AEZ8,Oth_Europe,qe,SRnD20,-1.10597000457346E-0003
AEZ9,Oth_Europe,qe,SRnD20,-4.31113789090887E-0004
AEZ10,Oth_Europe,qe,SRnD20,-0.012650350109
AEZ11,Oth_Europe,qe,SRnD20,-9.13134193979204E-0004
AEZ12,Oth_Europe,qe,SRnD20,-9.20052465517074E-0004
AEZ13,Oth_Europe,qe,SRnD20,-1.07352148916107E-0004
AEZ14,Oth_Europe,qe,SRnD20,-0.03917587921
AEZ15,Oth_Europe,qe,SRnD20,-0.045187901706
AEZ16,Oth_Europe,qe,SRnD20,-4.31105121970177E-0003
AEZ1,PAK,qe,SRnD20,-4.88519959617406E-0004
AEZ7,PAK,qe,SRnD20,-9.01669543236494E-0003
AEZ8,PAK,qe,SRnD20,-0.026278106496
AEZ9,PAK,qe,SRnD20,-0.01352330856
AEZ10,PAK,qe,SRnD20,-0.010972976685
AEZ11,PAK,qe,SRnD20,0.01089828182
AEZ12,PAK,qe,SRnD20,-9.11582319531590E-0004
AEZ4,PHL,qe,SRnD20,-2.18486224184744E-0004
AEZ5,PHL,qe,SRnD20,-0.024513201788
AEZ6,PHL,qe,SRnD20,-0.077663093805
AEZ11,PHL,qe,SRnD20,-1.03917940577958E-0004
AEZ12,PHL,qe,SRnD20,-4.23371238866821E-0004
AEZ9,POL,qe,SRnD20,-4.09434200264513E-0004
AEZ10,POL,qe,SRnD20,-0.062022820115
AEZ3,R_S_Asia,qe,SRnD20,-2.34945886768401E-0003
AEZ4,R_S_Asia,qe,SRnD20,-7.47627811506391E-0003
AEZ5,R_S_Asia,qe,SRnD20,-7.93675705790520E-0003
AEZ6,R_S_Asia,qe,SRnD20,-0.013207574375
AEZ7,R_S_Asia,qe,SRnD20,-0.011652898043
AEZ8,R_S_Asia,qe,SRnD20,-0.011421244591
AEZ9,R_S_Asia,qe,SRnD20,-7.48991593718529E-0003
AEZ10,R_S_Asia,qe,SRnD20,-3.26103880070150E-0003
AEZ11,R_S_Asia,qe,SRnD20,-2.61631648754701E-0004
AEZ12,R_S_Asia,qe,SRnD20,-2.40933586610481E-0004
AEZ3,R_SE_Asia,qe,SRnD20,-2.28029930440243E-0005
AEZ4,R_SE_Asia,qe,SRnD20,-0.20117475092
AEZ5,R_SE_Asia,qe,SRnD20,-0.12430354208
AEZ6,R_SE_Asia,qe,SRnD20,-0.013917919248
AEZ9,R_SE_Asia,qe,SRnD20,-6.93645642968477E-0006
AEZ10,R_SE_Asia,qe,SRnD20,-2.12060549529269E-0005
AEZ11,R_SE_Asia,qe,SRnD20,-7.39038782194257E-0003
AEZ12,R_SE_Asia,qe,SRnD20,-3.14632838126272E-0004
AEZ8,Russia,qe,SRnD20,-0.24719172716
AEZ9,Russia,qe,SRnD20,-0.22781601548
AEZ10,Russia,qe,SRnD20,-0.066314563155
AEZ11,Russia,qe,SRnD20,-6.67645304929465E-0004
AEZ13,Russia,qe,SRnD20,-6.43170846160501E-0004
AEZ14,Russia,qe,SRnD20,-0.024337561801
AEZ15,Russia,qe,SRnD20,-0.23367200792
AEZ18,Russia,qe,SRnD20,-1.67405160027556E-0005
AEZ1,S_o_Amer,qe,SRnD20,-4.62257332401350E-0004
AEZ2,S_o_Amer,qe,SRnD20,-7.96728022396564E-0003
AEZ3,S_o_Amer,qe,SRnD20,-0.033753633499
AEZ4,S_o_Amer,qe,SRnD20,-0.11277890205
AEZ5,S_o_Amer,qe,SRnD20,-0.1599958837
AEZ6,S_o_Amer,qe,SRnD20,-0.18514239788
AEZ7,S_o_Amer,qe,SRnD20,-3.16169136203825E-0003
AEZ8,S_o_Amer,qe,SRnD20,-5.62671339139342E-0003
AEZ9,S_o_Amer,qe,SRnD20,-6.16904953494668E-0003
AEZ10,S_o_Amer,qe,SRnD20,-0.043564591557
AEZ11,S_o_Amer,qe,SRnD20,-3.47626022994518E-0003
AEZ12,S_o_Amer,qe,SRnD20,-0.13922709227
AEZ13,S_o_Amer,qe,SRnD20,-5.59642976440955E-0005
AEZ14,S_o_Amer,qe,SRnD20,-8.86426423676312E-0004
AEZ15,S_o_Amer,qe,SRnD20,-3.69227200280875E-0004
AEZ16,S_o_Amer,qe,SRnD20,-4.85566066345200E-0004
AEZ17,S_o_Amer,qe,SRnD20,-1.14174210466444E-0004
AEZ18,S_o_Amer,qe,SRnD20,-5.67935830986244E-0006
AEZ1,S_S_AFR,qe,SRnD20,-0.020244782791
AEZ2,S_S_AFR,qe,SRnD20,-0.015686094761
AEZ3,S_S_AFR,qe,SRnD20,-0.12433020771
AEZ4,S_S_AFR,qe,SRnD20,-0.13063327968
AEZ5,S_S_AFR,qe,SRnD20,-0.07222007215
AEZ6,S_S_AFR,qe,SRnD20,-0.041029177606
AEZ7,S_S_AFR,qe,SRnD20,-0.025076355785
AEZ8,S_S_AFR,qe,SRnD20,-9.18230880051851E-0003
AEZ9,S_S_AFR,qe,SRnD20,-7.09677767008543E-0003
AEZ10,S_S_AFR,qe,SRnD20,-0.010046951473
AEZ11,S_S_AFR,qe,SRnD20,-4.58433030871674E-0004
AEZ12,S_S_AFR,qe,SRnD20,-3.64572799298912E-0004
AEZ7,TUR,qe,SRnD20,-3.56241107510868E-0005
AEZ8,TUR,qe,SRnD20,-0.013301577419
AEZ9,TUR,qe,SRnD20,-0.011098532937
AEZ10,TUR,qe,SRnD20,-5.21999411284924E-0003
AEZ11,TUR,qe,SRnD20,-1.06057175435126E-0003
AEZ12,TUR,qe,SRnD20,-3.06840775010642E-0005
AEZ14,TUR,qe,SRnD20,-4.52581698482390E-0005
AEZ15,TUR,qe,SRnD20,-6.72619571560062E-0005
AEZ7,USA,qe,SRnD20,-0.041770834476
AEZ8,USA,qe,SRnD20,-0.075150474906
AEZ9,USA,qe,SRnD20,-0.013940338045
AEZ10,USA,qe,SRnD20,-0.042759846896
AEZ11,USA,qe,SRnD20,-0.027469228953
AEZ12,USA,qe,SRnD20,-0.025776036084
AEZ13,USA,qe,SRnD20,-5.09378442075104E-0005
AEZ14,USA,qe,SRnD20,-8.44930938910693E-0004
AEZ15,USA,qe,SRnD20,-7.24479556083679E-0003
AEZ16,USA,qe,SRnD20,-1.02493231679546E-0005
AEZ4,VNM,qe,SRnD20,-5.42973284609616E-0005
AEZ5,VNM,qe,SRnD20,-0.22631704807
AEZ6,VNM,qe,SRnD20,-8.82070977240801E-0003
AEZ11,VNM,qe,SRnD20,-1.83612108230591E-0003
AEZ12,VNM,qe,SRnD20,-0.019395887852
AEZ2,XAC,qe,SRnD20,-0.013629822992
AEZ3,XAC,qe,SRnD20,-0.022062303498
AEZ4,XAC,qe,SRnD20,-7.35283130779862E-0003
AEZ5,XAC,qe,SRnD20,-1.25564681366086E-0003
AEZ6,XAC,qe,SRnD20,0.067409940064
AEZ7,XAC,qe,SRnD20,-7.01438693795353E-0005
AEZ8,XAC,qe,SRnD20,-6.11563585698605E-0003
AEZ9,XAC,qe,SRnD20,-0.017618183047
AEZ10,XAC,qe,SRnD20,9.54860076308250E-0003
AEZ11,XAC,qe,SRnD20,-5.56495870114304E-0005
AEZ12,XAC,qe,SRnD20,-1.11533496237826E-0004
AEZ1,ZAF,qe,SRnD20,-0.032613757998
AEZ2,ZAF,qe,SRnD20,-0.027361303568
AEZ3,ZAF,qe,SRnD20,-0.010207371786
AEZ4,ZAF,qe,SRnD20,-1.78782676812261E-0004
AEZ5,ZAF,qe,SRnD20,-7.59222821216099E-0005
AEZ7,ZAF,qe,SRnD20,-0.34609681368
AEZ8,ZAF,qe,SRnD20,-0.30177530646
AEZ9,ZAF,qe,SRnD20,-0.11016103625
AEZ10,ZAF,qe,SRnD20,-5.79586764797568E-0003
AEZ11,ZAF,qe,SRnD20,-1.12381880171597E-0003
AEZ12,ZAF,qe,SRnD20,-4.28925675805658E-0004
AEZ1,ARG,pe,GPESSRRnD20,-15.638915062
AEZ2,ARG,pe,GPESSRRnD20,-15.638915062
AEZ3,ARG,pe,GPESSRRnD20,-0.5927849412
AEZ4,ARG,pe,GPESSRRnD20,-3.1758651733
AEZ5,ARG,pe,GPESSRRnD20,-2.7644343376
AEZ6,ARG,pe,GPESSRRnD20,-4.0932674408
AEZ7,ARG,pe,GPESSRRnD20,-3.1041288376
AEZ8,ARG,pe,GPESSRRnD20,-2.1225299835
AEZ9,ARG,pe,GPESSRRnD20,-3.2222590446
AEZ10,ARG,pe,GPESSRRnD20,-3.279198885
AEZ11,ARG,pe,GPESSRRnD20,-3.3100016117
AEZ12,ARG,pe,GPESSRRnD20,-2.6301546097
AEZ13,ARG,pe,GPESSRRnD20,0.78489929438
AEZ14,ARG,pe,GPESSRRnD20,6.4823832512
AEZ15,ARG,pe,GPESSRRnD20,3.0808331966
AEZ16,ARG,pe,GPESSRRnD20,-0.59714990854
AEZ17,ARG,pe,GPESSRRnD20,-15.638917923
AEZ18,ARG,pe,GPESSRRnD20,-0.5230101943
UnSkLab,ARG,pe,GPESSRRnD20,3.04046040400863E-0003
SkLab,ARG,pe,GPESSRRnD20,0.01490072161
Capital,ARG,pe,GPESSRRnD20,0.013503453694
NatRes,ARG,pe,GPESSRRnD20,0.58706474304
AEZ1,BGD,pe,GPESSRRnD20,-38.239780426
AEZ2,BGD,pe,GPESSRRnD20,-38.239780426
