ACTS,REG,RACTRES,SCEN,Value
ruminant,BRAZIL,po,SRnD20,-0.53066551685
nonruminant,BRAZIL,po,SRnD20,-0.50431483984
PrFood,BRAZIL,po,SRnD20,-0.88017886877
PrLstk,BRAZIL,po,SRnD20,-0.21001341939
NRes,BRAZIL,po,SRnD20,0.5212572217
Mnfcing,BRAZIL,po,SRnD20,0.090508237481
Services,BRAZIL,po,SRnD20,-0.081068940461
paddyrice,C_C_Amer,po,SRnD20,-6.6975560188
wheat,C_C_Amer,po,SRnD20,-67.876609802
crsgrns,C_C_Amer,po,SRnD20,-6.8509535789
fruitveg,C_C_Amer,po,SRnD20,-6.9436674118
oilsds,C_C_Amer,po,SRnD20,-8.1140842438
sugarcrps,C_C_Amer,po,SRnD20,-11.454872131
cotton,C_C_Amer,po,SRnD20,-15.828692436
othercrps,C_C_Amer,po,SRnD20,-4.3870992661
forestsec,C_C_Amer,po,SRnD20,-0.20761324465
fishery,C_C_Amer,po,SRnD20,0.81798958778
ruminant,C_C_Amer,po,SRnD20,-6.077486515
nonruminant,C_C_Amer,po,SRnD20,-3.5351552963
PrFood,C_C_Amer,po,SRnD20,-0.33430987597
PrLstk,C_C_Amer,po,SRnD20,-1.3137413263
NRes,C_C_Amer,po,SRnD20,0.51334154606
Mnfcing,C_C_Amer,po,SRnD20,0.29828366637
Services,C_C_Amer,po,SRnD20,0.27589023113
paddyrice,CAN,po,SRnD20,-16.680286407
wheat,CAN,po,SRnD20,-1.8399245739
crsgrns,CAN,po,SRnD20,-1.2804076672
fruitveg,CAN,po,SRnD20,-3.3214085102
oilsds,CAN,po,SRnD20,-3.1597883701
sugarcrps,CAN,po,SRnD20,-1.5823645592
cotton,CAN,po,SRnD20,-33.297229767
othercrps,CAN,po,SRnD20,-2.4246401787
forestsec,CAN,po,SRnD20,-3.4848577976
fishery,CAN,po,SRnD20,0.30961239338
ruminant,CAN,po,SRnD20,-0.030672982335
nonruminant,CAN,po,SRnD20,0.40661031008
PrFood,CAN,po,SRnD20,0.86099749804
PrLstk,CAN,po,SRnD20,0.09723328054
NRes,CAN,po,SRnD20,0.51753550768
Mnfcing,CAN,po,SRnD20,0.16224093735
Services,CAN,po,SRnD20,0.093891687691
paddyrice,CHIHKG,po,SRnD20,-4.6329040527
wheat,CHIHKG,po,SRnD20,-2.8994617462
crsgrns,CHIHKG,po,SRnD20,-4.4907665253
fruitveg,CHIHKG,po,SRnD20,-6.030356884
oilsds,CHIHKG,po,SRnD20,-4.8993444443
sugarcrps,CHIHKG,po,SRnD20,-4.0668501854
cotton,CHIHKG,po,SRnD20,-4.9213547707
othercrps,CHIHKG,po,SRnD20,-5.6726937294
forestsec,CHIHKG,po,SRnD20,-4.0880784988
fishery,CHIHKG,po,SRnD20,0.65061277151
ruminant,CHIHKG,po,SRnD20,-3.6250474453
nonruminant,CHIHKG,po,SRnD20,-1.7947846651
PrFood,CHIHKG,po,SRnD20,-1.356364131
PrLstk,CHIHKG,po,SRnD20,-0.57552778721
NRes,CHIHKG,po,SRnD20,0.54013639688
Mnfcing,CHIHKG,po,SRnD20,0.19644327462
Services,CHIHKG,po,SRnD20,0.24784132838
paddyrice,COL,po,SRnD20,-1.2943018675
wheat,COL,po,SRnD20,-1.3197864294
crsgrns,COL,po,SRnD20,-1.0061229467
fruitveg,COL,po,SRnD20,-1.9195004702
oilsds,COL,po,SRnD20,-2.7028901577
sugarcrps,COL,po,SRnD20,-1.5763210058
cotton,COL,po,SRnD20,-1.8773771524
othercrps,COL,po,SRnD20,-2.3573727608
forestsec,COL,po,SRnD20,-0.50446945429
fishery,COL,po,SRnD20,0.50870001316
ruminant,COL,po,SRnD20,-0.63465106487
nonruminant,COL,po,SRnD20,-0.024699572474
PrFood,COL,po,SRnD20,-0.17311690748
PrLstk,COL,po,SRnD20,0.091289632022
NRes,COL,po,SRnD20,0.50842469931
Mnfcing,COL,po,SRnD20,0.30211907625
Services,COL,po,SRnD20,0.28486615419
paddyrice,E_Asia,po,SRnD20,-3.9277374744
wheat,E_Asia,po,SRnD20,-3.1734986305
crsgrns,E_Asia,po,SRnD20,-4.3301348686
fruitveg,E_Asia,po,SRnD20,-5.3983960152
oilsds,E_Asia,po,SRnD20,-7.1946601868
sugarcrps,E_Asia,po,SRnD20,-70.122581482
cotton,E_Asia,po,SRnD20,-5.2028622627
othercrps,E_Asia,po,SRnD20,-2.8300681114
forestsec,E_Asia,po,SRnD20,-13.117983818
fishery,E_Asia,po,SRnD20,0.6098023057
ruminant,E_Asia,po,SRnD20,-3.1775846481
nonruminant,E_Asia,po,SRnD20,-1.377273798
PrFood,E_Asia,po,SRnD20,-0.087202578783
PrLstk,E_Asia,po,SRnD20,-1.7845901251
NRes,E_Asia,po,SRnD20,0.5279083848
Mnfcing,E_Asia,po,SRnD20,0.19714039564
Services,E_Asia,po,SRnD20,0.1845831275
paddyrice,EGY,po,SRnD20,-4.0050458908
wheat,EGY,po,SRnD20,-2.6091609001
crsgrns,EGY,po,SRnD20,-3.5007388592
fruitveg,EGY,po,SRnD20,-7.476503849
oilsds,EGY,po,SRnD20,-4.8820962906
sugarcrps,EGY,po,SRnD20,-3.6613733768
cotton,EGY,po,SRnD20,-10.69893837
othercrps,EGY,po,SRnD20,-2.7348895073
forestsec,EGY,po,SRnD20,-2.3987252712
fishery,EGY,po,SRnD20,0.042494401336
ruminant,EGY,po,SRnD20,-4.6714706421
nonruminant,EGY,po,SRnD20,-4.685652256
PrFood,EGY,po,SRnD20,-1.7294881344
PrLstk,EGY,po,SRnD20,-0.10435473919
NRes,EGY,po,SRnD20,0.60469186306
Mnfcing,EGY,po,SRnD20,0.33339414001
Services,EGY,po,SRnD20,0.66512674093
paddyrice,ETH,po,SRnD20,-2.8798258305
wheat,ETH,po,SRnD20,-2.1527309418
crsgrns,ETH,po,SRnD20,-3.1929183006
fruitveg,ETH,po,SRnD20,-2.930980444
oilsds,ETH,po,SRnD20,-3.2231504917
sugarcrps,ETH,po,SRnD20,-3.3037242889
cotton,ETH,po,SRnD20,-2.0693211555
othercrps,ETH,po,SRnD20,-1.8560273647
forestsec,ETH,po,SRnD20,-18.109643936
fishery,ETH,po,SRnD20,2.8659763336
ruminant,ETH,po,SRnD20,-1.3249306679
nonruminant,ETH,po,SRnD20,0.7654145956
PrFood,ETH,po,SRnD20,-3.42150987125933E-0003
PrLstk,ETH,po,SRnD20,-0.86848795414
NRes,ETH,po,SRnD20,1.4912858009
Mnfcing,ETH,po,SRnD20,-0.59811353683
Services,ETH,po,SRnD20,-1.2341166735
paddyrice,EU27,po,SRnD20,-2.7263321877
wheat,EU27,po,SRnD20,-2.8061580658
crsgrns,EU27,po,SRnD20,-2.3809022903
fruitveg,EU27,po,SRnD20,-3.8057050705
oilsds,EU27,po,SRnD20,-3.423448801
sugarcrps,EU27,po,SRnD20,-0.37022057176
cotton,EU27,po,SRnD20,-7.7233419418
othercrps,EU27,po,SRnD20,-3.282886982
forestsec,EU27,po,SRnD20,-5.8842086792
fishery,EU27,po,SRnD20,0.44377285242
ruminant,EU27,po,SRnD20,-0.35199368
nonruminant,EU27,po,SRnD20,-0.11620461196
PrFood,EU27,po,SRnD20,-0.13776357472
PrLstk,EU27,po,SRnD20,0.25870722532
NRes,EU27,po,SRnD20,0.51053017378
Mnfcing,EU27,po,SRnD20,0.1730568707
Services,EU27,po,SRnD20,0.13887509704
paddyrice,IDN,po,SRnD20,-6.1271939278
wheat,IDN,po,SRnD20,-76.371391296
crsgrns,IDN,po,SRnD20,-3.8040597439
fruitveg,IDN,po,SRnD20,-5.942586422
oilsds,IDN,po,SRnD20,-5.0857462883
sugarcrps,IDN,po,SRnD20,-3.3922600746
cotton,IDN,po,SRnD20,-2.8666963577
othercrps,IDN,po,SRnD20,-5.87195158
forestsec,IDN,po,SRnD20,-3.8353886604
fishery,IDN,po,SRnD20,0.8941527009
ruminant,IDN,po,SRnD20,-3.7324955463
nonruminant,IDN,po,SRnD20,-3.649159193
PrFood,IDN,po,SRnD20,-2.8815600872
PrLstk,IDN,po,SRnD20,-1.1310497522
NRes,IDN,po,SRnD20,0.53741335869
Mnfcing,IDN,po,SRnD20,0.33493545651
Services,IDN,po,SRnD20,0.62487626076
paddyrice,INDIA,po,SRnD20,-1.4684013128
wheat,INDIA,po,SRnD20,0.57064926624
crsgrns,INDIA,po,SRnD20,-0.64774924517
fruitveg,INDIA,po,SRnD20,-3.4035229683
oilsds,INDIA,po,SRnD20,-4.4005641937
sugarcrps,INDIA,po,SRnD20,0.52025109529
cotton,INDIA,po,SRnD20,-4.0757780075
othercrps,INDIA,po,SRnD20,-1.3445940018
forestsec,INDIA,po,SRnD20,8.8933744431
fishery,INDIA,po,SRnD20,0.40359824896
ruminant,INDIA,po,SRnD20,-0.98508113623
nonruminant,INDIA,po,SRnD20,-1.1925023794
PrFood,INDIA,po,SRnD20,-1.0000377893
PrLstk,INDIA,po,SRnD20,-0.23748995364
NRes,INDIA,po,SRnD20,0.49427554011
Mnfcing,INDIA,po,SRnD20,0.20842567086
Services,INDIA,po,SRnD20,-0.089200764894
paddyrice,JAPAN,po,SRnD20,-3.1228840351
wheat,JAPAN,po,SRnD20,-14.531745911
crsgrns,JAPAN,po,SRnD20,-16.364704132
fruitveg,JAPAN,po,SRnD20,-3.7385082245
oilsds,JAPAN,po,SRnD20,-21.906312943
sugarcrps,JAPAN,po,SRnD20,-4.4854249954
cotton,JAPAN,po,SRnD20,-47.776298523
othercrps,JAPAN,po,SRnD20,-3.297680378
forestsec,JAPAN,po,SRnD20,-4.5461525917
fishery,JAPAN,po,SRnD20,0.53657013178
ruminant,JAPAN,po,SRnD20,-0.93462246656
nonruminant,JAPAN,po,SRnD20,-0.024843309075
PrFood,JAPAN,po,SRnD20,-0.20135675371
PrLstk,JAPAN,po,SRnD20,0.97557723522
NRes,JAPAN,po,SRnD20,0.50731903315
Mnfcing,JAPAN,po,SRnD20,0.18246763945
Services,JAPAN,po,SRnD20,0.10099709779
paddyrice,KOR,po,SRnD20,-2.3449003696
wheat,KOR,po,SRnD20,-1.561660409
crsgrns,KOR,po,SRnD20,-1.7548384666
fruitveg,KOR,po,SRnD20,-4.623046875
oilsds,KOR,po,SRnD20,-6.4511041641
sugarcrps,KOR,po,SRnD20,-38.746688843
cotton,KOR,po,SRnD20,-3.5461063385
othercrps,KOR,po,SRnD20,-2.202398777
forestsec,KOR,po,SRnD20,3.2327075005
fishery,KOR,po,SRnD20,0.52063441277
ruminant,KOR,po,SRnD20,-0.79395669699
nonruminant,KOR,po,SRnD20,-0.39232802391
PrFood,KOR,po,SRnD20,-0.63369143009
PrLstk,KOR,po,SRnD20,-0.4197922647
NRes,KOR,po,SRnD20,0.49706110358
Mnfcing,KOR,po,SRnD20,0.21508310735
Services,KOR,po,SRnD20,0.091831840575
paddyrice,MAR,po,SRnD20,-1.1293127537
wheat,MAR,po,SRnD20,-2.1056864262
crsgrns,MAR,po,SRnD20,-2.2428014278
fruitveg,MAR,po,SRnD20,-3.5544388294
oilsds,MAR,po,SRnD20,-2.7373580933
sugarcrps,MAR,po,SRnD20,-2.1902747154
cotton,MAR,po,SRnD20,-2.6401178837
othercrps,MAR,po,SRnD20,-1.927470088
forestsec,MAR,po,SRnD20,4.5330886841
fishery,MAR,po,SRnD20,0.62810534239
ruminant,MAR,po,SRnD20,-2.0191984177
nonruminant,MAR,po,SRnD20,-1.1696407795
PrFood,MAR,po,SRnD20,-0.75911492109
PrLstk,MAR,po,SRnD20,-0.21397994459
NRes,MAR,po,SRnD20,0.51698821783
Mnfcing,MAR,po,SRnD20,0.22976949811
Services,MAR,po,SRnD20,0.20799902081
paddyrice,MDG,po,SRnD20,-0.90422981977
wheat,MDG,po,SRnD20,-2.1592042446
crsgrns,MDG,po,SRnD20,-0.88345187902
fruitveg,MDG,po,SRnD20,-1.1213923693
oilsds,MDG,po,SRnD20,-1.792075634
sugarcrps,MDG,po,SRnD20,-0.87376219034
cotton,MDG,po,SRnD20,-1.4042052031
othercrps,MDG,po,SRnD20,-2.1664600372
forestsec,MDG,po,SRnD20,1.2133083344
fishery,MDG,po,SRnD20,0.53776496649
ruminant,MDG,po,SRnD20,-0.895837605
nonruminant,MDG,po,SRnD20,-0.84995526075
PrFood,MDG,po,SRnD20,-0.490593642
PrLstk,MDG,po,SRnD20,-0.41077798605
NRes,MDG,po,SRnD20,0.50858974457
Mnfcing,MDG,po,SRnD20,0.029392963275
Services,MDG,po,SRnD20,-0.041018780321
paddyrice,MEAS_NAfr,po,SRnD20,-5.947514534
wheat,MEAS_NAfr,po,SRnD20,-2.8869073391
crsgrns,MEAS_NAfr,po,SRnD20,-3.723357439
fruitveg,MEAS_NAfr,po,SRnD20,-8.391907692
oilsds,MEAS_NAfr,po,SRnD20,-5.6755633354
sugarcrps,MEAS_NAfr,po,SRnD20,-16.749502182
cotton,MEAS_NAfr,po,SRnD20,-7.5766572952
othercrps,MEAS_NAfr,po,SRnD20,-3.166434288
forestsec,MEAS_NAfr,po,SRnD20,-6.9106144905
fishery,MEAS_NAfr,po,SRnD20,0.53067427874
ruminant,MEAS_NAfr,po,SRnD20,-1.6898175478
nonruminant,MEAS_NAfr,po,SRnD20,-1.4980211258
PrFood,MEAS_NAfr,po,SRnD20,-0.26515120268
PrLstk,MEAS_NAfr,po,SRnD20,-0.66327232122
NRes,MEAS_NAfr,po,SRnD20,0.50678378344
Mnfcing,MEAS_NAfr,po,SRnD20,0.40984329581
Services,MEAS_NAfr,po,SRnD20,0.3571203053
paddyrice,MEX,po,SRnD20,-3.4360487461
wheat,MEX,po,SRnD20,-0.90664702654
crsgrns,MEX,po,SRnD20,-2.0816559792
fruitveg,MEX,po,SRnD20,-6.154718399
oilsds,MEX,po,SRnD20,-4.3243517876
sugarcrps,MEX,po,SRnD20,-6.7867074013
cotton,MEX,po,SRnD20,-2.4717628956
othercrps,MEX,po,SRnD20,-3.392026186
forestsec,MEX,po,SRnD20,14.377906799
fishery,MEX,po,SRnD20,0.57506293058
ruminant,MEX,po,SRnD20,-2.3424298763
nonruminant,MEX,po,SRnD20,-3.7564592361
PrFood,MEX,po,SRnD20,-0.34696632624
PrLstk,MEX,po,SRnD20,-0.90916162729
NRes,MEX,po,SRnD20,0.49546605349
Mnfcing,MEX,po,SRnD20,0.26387780905
Services,MEX,po,SRnD20,0.1548371911
paddyrice,MYS,po,SRnD20,-2.6248950958
wheat,MYS,po,SRnD20,-7.4910821915
crsgrns,MYS,po,SRnD20,-4.0004134178
fruitveg,MYS,po,SRnD20,-5.4865913391
oilsds,MYS,po,SRnD20,-5.8291072845
sugarcrps,MYS,po,SRnD20,-6.0598287582
cotton,MYS,po,SRnD20,-75.878768921
othercrps,MYS,po,SRnD20,-4.2028474808
forestsec,MYS,po,SRnD20,4.4312973022
fishery,MYS,po,SRnD20,0.64327216148
ruminant,MYS,po,SRnD20,-3.8242273331
nonruminant,MYS,po,SRnD20,-3.0839214325
PrFood,MYS,po,SRnD20,-1.5870121717
PrLstk,MYS,po,SRnD20,-1.0075204372
NRes,MYS,po,SRnD20,0.49811562896
Mnfcing,MYS,po,SRnD20,0.25639522076
Services,MYS,po,SRnD20,0.090764790773
paddyrice,NGA,po,SRnD20,-2.8779067993
wheat,NGA,po,SRnD20,-1.869122386
crsgrns,NGA,po,SRnD20,-2.8832523823
fruitveg,NGA,po,SRnD20,-2.9818058014
oilsds,NGA,po,SRnD20,-3.0695075989
sugarcrps,NGA,po,SRnD20,-2.891430378
cotton,NGA,po,SRnD20,-5.4925050735
othercrps,NGA,po,SRnD20,-1.2616914511
forestsec,NGA,po,SRnD20,-5.510515213
fishery,NGA,po,SRnD20,0.90769839287
ruminant,NGA,po,SRnD20,-2.4332919121
nonruminant,NGA,po,SRnD20,-1.0182846785
PrFood,NGA,po,SRnD20,-1.1089408398
PrLstk,NGA,po,SRnD20,-0.46544381976
NRes,NGA,po,SRnD20,0.53317272663
Mnfcing,NGA,po,SRnD20,-0.041420001537
Services,NGA,po,SRnD20,0.60759878159
paddyrice,Oceania,po,SRnD20,-1.3590962887
wheat,Oceania,po,SRnD20,-2.5632607937
crsgrns,Oceania,po,SRnD20,-0.93749916553
fruitveg,Oceania,po,SRnD20,-2.9487338066
oilsds,Oceania,po,SRnD20,-3.2065923214
sugarcrps,Oceania,po,SRnD20,-1.1637752056
cotton,Oceania,po,SRnD20,-4.9133930206
othercrps,Oceania,po,SRnD20,-2.5447587967
forestsec,Oceania,po,SRnD20,-3.8967778683
fishery,Oceania,po,SRnD20,0.58983588219
ruminant,Oceania,po,SRnD20,-0.251000911
nonruminant,Oceania,po,SRnD20,-0.016654592007
PrFood,Oceania,po,SRnD20,0.043683309108
PrLstk,Oceania,po,SRnD20,-4.45470632985234E-0003
NRes,Oceania,po,SRnD20,0.52248364687
Mnfcing,Oceania,po,SRnD20,0.22529582679
Services,Oceania,po,SRnD20,0.18223419785
paddyrice,Oth_CEE_CIS,po,SRnD20,-18.960008621
wheat,Oth_CEE_CIS,po,SRnD20,-2.9320104122
crsgrns,Oth_CEE_CIS,po,SRnD20,-2.7459447384
fruitveg,Oth_CEE_CIS,po,SRnD20,-4.7124962807
oilsds,Oth_CEE_CIS,po,SRnD20,-5.8247294426
sugarcrps,Oth_CEE_CIS,po,SRnD20,-1.514746666
cotton,Oth_CEE_CIS,po,SRnD20,-4.192053318
othercrps,Oth_CEE_CIS,po,SRnD20,-2.787879467
forestsec,Oth_CEE_CIS,po,SRnD20,-3.8853647709
fishery,Oth_CEE_CIS,po,SRnD20,0.38041770458
ruminant,Oth_CEE_CIS,po,SRnD20,-3.5735216141
nonruminant,Oth_CEE_CIS,po,SRnD20,-1.8718781471
PrFood,Oth_CEE_CIS,po,SRnD20,-0.46249935031
PrLstk,Oth_CEE_CIS,po,SRnD20,1.2885564566
NRes,Oth_CEE_CIS,po,SRnD20,0.50411635637
Mnfcing,Oth_CEE_CIS,po,SRnD20,0.29131403565
Services,Oth_CEE_CIS,po,SRnD20,0.027006931603
paddyrice,Oth_Europe,po,SRnD20,-70.971343994
wheat,Oth_Europe,po,SRnD20,-10.884180069
crsgrns,Oth_Europe,po,SRnD20,-9.7118730545
fruitveg,Oth_Europe,po,SRnD20,-10.815825462
oilsds,Oth_Europe,po,SRnD20,-9.9005527496
sugarcrps,Oth_Europe,po,SRnD20,-11.554790497
cotton,Oth_Europe,po,SRnD20,-72.81665802
othercrps,Oth_Europe,po,SRnD20,-53.132839203
forestsec,Oth_Europe,po,SRnD20,-8.5814676285
fishery,Oth_Europe,po,SRnD20,0.37631991506
ruminant,Oth_Europe,po,SRnD20,-5.9451828003
nonruminant,Oth_Europe,po,SRnD20,-0.53933656216
PrFood,Oth_Europe,po,SRnD20,0.37086626887
PrLstk,Oth_Europe,po,SRnD20,0.29037934542
NRes,Oth_Europe,po,SRnD20,0.5149859786
Mnfcing,Oth_Europe,po,SRnD20,0.17657956481
Services,Oth_Europe,po,SRnD20,0.14957784116
paddyrice,PAK,po,SRnD20,-1.6720228195
wheat,PAK,po,SRnD20,-1.9571424723
crsgrns,PAK,po,SRnD20,-1.3173989058
fruitveg,PAK,po,SRnD20,-1.9938080311
oilsds,PAK,po,SRnD20,-1.8170179129
sugarcrps,PAK,po,SRnD20,-1.4101679325
cotton,PAK,po,SRnD20,-0.88290661573
othercrps,PAK,po,SRnD20,-1.7550536394
forestsec,PAK,po,SRnD20,8.1482839584
fishery,PAK,po,SRnD20,0.7020046711
ruminant,PAK,po,SRnD20,-1.2328999043
nonruminant,PAK,po,SRnD20,-0.75335353613
PrFood,PAK,po,SRnD20,-1.2609004974
PrLstk,PAK,po,SRnD20,-0.93313741684
NRes,PAK,po,SRnD20,0.64958620071
Mnfcing,PAK,po,SRnD20,0.030376050621
Services,PAK,po,SRnD20,0.45605519414
paddyrice,PHL,po,SRnD20,-5.0049552917
wheat,PHL,po,SRnD20,-83.055770874
crsgrns,PHL,po,SRnD20,-6.1016049385
fruitveg,PHL,po,SRnD20,-5.6320633888
oilsds,PHL,po,SRnD20,-8.4309778214
sugarcrps,PHL,po,SRnD20,-5.389872551
cotton,PHL,po,SRnD20,-3.1223397255
othercrps,PHL,po,SRnD20,-6.9776086807
forestsec,PHL,po,SRnD20,-4.9631872177
fishery,PHL,po,SRnD20,1.0112255812
ruminant,PHL,po,SRnD20,-4.3187994957
nonruminant,PHL,po,SRnD20,-3.2895555496
PrFood,PHL,po,SRnD20,-2.008682251
PrLstk,PHL,po,SRnD20,-1.2703475952
NRes,PHL,po,SRnD20,0.56081473827
Mnfcing,PHL,po,SRnD20,0.31559145451
Services,PHL,po,SRnD20,0.33662554622
paddyrice,POL,po,SRnD20,-60.650230408
wheat,POL,po,SRnD20,-2.6010231972
crsgrns,POL,po,SRnD20,-2.2662773132
fruitveg,POL,po,SRnD20,-8.9252109528
oilsds,POL,po,SRnD20,-11.148241997
sugarcrps,POL,po,SRnD20,-1.8743059635
cotton,POL,po,SRnD20,-2.56726408
othercrps,POL,po,SRnD20,-1.9391268492
forestsec,POL,po,SRnD20,-3.9278373718
fishery,POL,po,SRnD20,0.52799528837
ruminant,POL,po,SRnD20,-1.5351166725
nonruminant,POL,po,SRnD20,-1.2963018417
PrFood,POL,po,SRnD20,-0.19863665104
PrLstk,POL,po,SRnD20,-0.25619673729
NRes,POL,po,SRnD20,0.48994404078
Mnfcing,POL,po,SRnD20,0.22144076228
Services,POL,po,SRnD20,0.21243099868
paddyrice,R_S_Asia,po,SRnD20,-0.63376182318
wheat,R_S_Asia,po,SRnD20,-4.1762537956
crsgrns,R_S_Asia,po,SRnD20,-4.8056464195
fruitveg,R_S_Asia,po,SRnD20,-4.6370038986
oilsds,R_S_Asia,po,SRnD20,-6.1884002686
sugarcrps,R_S_Asia,po,SRnD20,-5.0840702057
cotton,R_S_Asia,po,SRnD20,-62.05348587
othercrps,R_S_Asia,po,SRnD20,-3.8206162453
forestsec,R_S_Asia,po,SRnD20,-3.9578022957
fishery,R_S_Asia,po,SRnD20,0.90893280506
ruminant,R_S_Asia,po,SRnD20,-2.4539511204
nonruminant,R_S_Asia,po,SRnD20,-0.56518375874
PrFood,R_S_Asia,po,SRnD20,-0.67480450869
PrLstk,R_S_Asia,po,SRnD20,-0.67058247328
NRes,R_S_Asia,po,SRnD20,0.57337331772
Mnfcing,R_S_Asia,po,SRnD20,0.20653288066
Services,R_S_Asia,po,SRnD20,0.30246037245
paddyrice,R_SE_Asia,po,SRnD20,-4.5882787704
wheat,R_SE_Asia,po,SRnD20,-65.158935547
crsgrns,R_SE_Asia,po,SRnD20,-4.8365707397
fruitveg,R_SE_Asia,po,SRnD20,-5.1594705582
oilsds,R_SE_Asia,po,SRnD20,-4.39326334
sugarcrps,R_SE_Asia,po,SRnD20,-4.1683897972
cotton,R_SE_Asia,po,SRnD20,-6.738140583
othercrps,R_SE_Asia,po,SRnD20,-4.4301319122
forestsec,R_SE_Asia,po,SRnD20,-0.9556235075
fishery,R_SE_Asia,po,SRnD20,1.182476759
ruminant,R_SE_Asia,po,SRnD20,-2.347363472
nonruminant,R_SE_Asia,po,SRnD20,-3.4990239143
PrFood,R_SE_Asia,po,SRnD20,-1.7743444443
PrLstk,R_SE_Asia,po,SRnD20,-1.3950902224
NRes,R_SE_Asia,po,SRnD20,0.529756248
Mnfcing,R_SE_Asia,po,SRnD20,0.26368007064
Services,R_SE_Asia,po,SRnD20,0.18762390316
paddyrice,Russia,po,SRnD20,0.81263673306
wheat,Russia,po,SRnD20,-2.348449707
crsgrns,Russia,po,SRnD20,-2.3352842331
fruitveg,Russia,po,SRnD20,-2.8211307526
oilsds,Russia,po,SRnD20,-4.8387341499
sugarcrps,Russia,po,SRnD20,-2.0412640572
cotton,Russia,po,SRnD20,-2.6461188793
othercrps,Russia,po,SRnD20,8.4403753281
forestsec,Russia,po,SRnD20,-3.3038370609
fishery,Russia,po,SRnD20,0.5008302331
ruminant,Russia,po,SRnD20,-1.9900659323
nonruminant,Russia,po,SRnD20,-1.6712745428
PrFood,Russia,po,SRnD20,-0.25820550323
PrLstk,Russia,po,SRnD20,0.25475102663
NRes,Russia,po,SRnD20,0.50501900911
Mnfcing,Russia,po,SRnD20,0.35534453392
Services,Russia,po,SRnD20,0.32616761327
paddyrice,S_o_Amer,po,SRnD20,-2.1404359341
wheat,S_o_Amer,po,SRnD20,-1.575302124
crsgrns,S_o_Amer,po,SRnD20,-1.7657817602
fruitveg,S_o_Amer,po,SRnD20,-3.6366341114
oilsds,S_o_Amer,po,SRnD20,-4.0264377594
sugarcrps,S_o_Amer,po,SRnD20,-2.1974546909
cotton,S_o_Amer,po,SRnD20,-2.7362279892
othercrps,S_o_Amer,po,SRnD20,-3.1934664249
forestsec,S_o_Amer,po,SRnD20,-5.1266269684
fishery,S_o_Amer,po,SRnD20,0.48076888919
ruminant,S_o_Amer,po,SRnD20,-1.0043104887
nonruminant,S_o_Amer,po,SRnD20,-0.5333815217
PrFood,S_o_Amer,po,SRnD20,-0.28757256269
PrLstk,S_o_Amer,po,SRnD20,-0.25718683004
NRes,S_o_Amer,po,SRnD20,0.5153875351
Mnfcing,S_o_Amer,po,SRnD20,0.21042340994
Services,S_o_Amer,po,SRnD20,0.16086892784
paddyrice,S_S_AFR,po,SRnD20,-4.9944996834
wheat,S_S_AFR,po,SRnD20,-7.6820635796
crsgrns,S_S_AFR,po,SRnD20,-4.5509886742
fruitveg,S_S_AFR,po,SRnD20,-5.1443958282
oilsds,S_S_AFR,po,SRnD20,-4.3651185036
sugarcrps,S_S_AFR,po,SRnD20,-6.5397148132
cotton,S_S_AFR,po,SRnD20,-3.4075496197
othercrps,S_S_AFR,po,SRnD20,-3.0267884731
forestsec,S_S_AFR,po,SRnD20,-0.98682802916
fishery,S_S_AFR,po,SRnD20,0.63706874847
ruminant,S_S_AFR,po,SRnD20,-2.4698562622
nonruminant,S_S_AFR,po,SRnD20,-2.0970923901
PrFood,S_S_AFR,po,SRnD20,0.20269629359
PrLstk,S_S_AFR,po,SRnD20,-0.45018732548
NRes,S_S_AFR,po,SRnD20,0.52540051937
Mnfcing,S_S_AFR,po,SRnD20,0.095660828054
Services,S_S_AFR,po,SRnD20,0.076600760221
paddyrice,TUR,po,SRnD20,-3.634950161
wheat,TUR,po,SRnD20,-5.562933445
crsgrns,TUR,po,SRnD20,-6.3263821602
fruitveg,TUR,po,SRnD20,-5.8866291046
oilsds,TUR,po,SRnD20,-7.7931604385
sugarcrps,TUR,po,SRnD20,-3.1434793472
cotton,TUR,po,SRnD20,-12.241882324
othercrps,TUR,po,SRnD20,-9.9749650955
forestsec,TUR,po,SRnD20,-2.6387257576
fishery,TUR,po,SRnD20,0.60159260035
ruminant,TUR,po,SRnD20,-2.638874054
nonruminant,TUR,po,SRnD20,-1.6303446293
PrFood,TUR,po,SRnD20,-0.84840577841
PrLstk,TUR,po,SRnD20,-1.2182936668
NRes,TUR,po,SRnD20,0.52102154493
Mnfcing,TUR,po,SRnD20,0.18478611112
Services,TUR,po,SRnD20,0.10299614817
paddyrice,USA,po,SRnD20,-2.0222678185
wheat,USA,po,SRnD20,-1.558614254
crsgrns,USA,po,SRnD20,-1.0535339117
fruitveg,USA,po,SRnD20,-3.8774468899
oilsds,USA,po,SRnD20,-4.745554924
sugarcrps,USA,po,SRnD20,-2.0274600983
cotton,USA,po,SRnD20,-7.3535785675
othercrps,USA,po,SRnD20,-2.7870469093
forestsec,USA,po,SRnD20,-1.1384105682
fishery,USA,po,SRnD20,0.45961517096
ruminant,USA,po,SRnD20,1.0068296194
nonruminant,USA,po,SRnD20,-0.038504969329
PrFood,USA,po,SRnD20,-0.19672328234
PrLstk,USA,po,SRnD20,0.34251311421
NRes,USA,po,SRnD20,0.51325720549
